CMDLINE python3 server.py
MEM 0.246094 1527241965.3466
MEM 8.062500 1527241965.4472
MEM 11.429688 1527241965.5475
MEM 23.214844 1527241965.6492
MEM 31.324219 1527241965.7541
MEM 36.253906 1527241965.8587
MEM 41.148438 1527241965.9632
MEM 65.808594 1527241966.0657
MEM 72.699219 1527241966.1660
MEM 74.843750 1527241966.2707
MEM 78.960938 1527241966.3752
MEM 85.460938 1527241966.4797
MEM 89.023438 1527241966.5842
MEM 89.425781 1527241966.6844
MEM 90.906250 1527241966.7847
MEM 94.468750 1527241966.8867
MEM 97.421875 1527241966.9875
MEM 102.136719 1527241967.0893
MEM 106.320312 1527241967.1938
MEM 114.140625 1527241967.2968
MEM 117.906250 1527241967.3971
MEM 121.277344 1527241967.4975
MEM 127.222656 1527241967.6001
MEM 134.304688 1527241967.7026
MEM 137.046875 1527241967.8033
MEM 140.710938 1527241967.9077
MEM 144.519531 1527241968.0122
MEM 149.218750 1527241968.1167
MEM 150.875000 1527241968.2171
MEM 157.183594 1527241968.3200
MEM 162.792969 1527241968.4244
MEM 166.863281 1527241968.5288
MEM 167.335938 1527241968.6333
MEM 167.863281 1527241968.7372
MEM 168.460938 1527241968.8377
MEM 169.117188 1527241968.9408
MEM 169.738281 1527241969.0456
MEM 170.425781 1527241969.1501
MEM 170.941406 1527241969.2519
MEM 171.574219 1527241969.3554
MEM 172.277344 1527241969.4556
MEM 172.933594 1527241969.5568
MEM 173.585938 1527241969.6582
MEM 174.257812 1527241969.7584
MEM 174.917969 1527241969.8603
MEM 175.605469 1527241969.9630
MEM 176.347656 1527241970.0649
MEM 177.214844 1527241970.1652
MEM 177.851562 1527241970.2671
MEM 178.511719 1527241970.3689
MEM 179.261719 1527241970.4735
MEM 179.894531 1527241970.5739
MEM 180.355469 1527241970.6782
MEM 180.808594 1527241970.7821
MEM 181.972656 1527241970.8830
MEM 182.964844 1527241970.9867
MEM 184.289062 1527241971.0880
MEM 186.574219 1527241971.1906
MEM 193.488281 1527241971.2919
MEM 200.941406 1527241971.3942
MEM 202.589844 1527241971.4988
MEM 205.929688 1527241971.5996
MEM 208.257812 1527241971.7044
MEM 210.242188 1527241971.8049
MEM 211.566406 1527241971.9073
MEM 214.042969 1527241972.0117
MEM 216.359375 1527241972.1126
MEM 216.503906 1527241972.2149
MEM 216.566406 1527241972.3195
MEM 216.652344 1527241972.4210
MEM 216.710938 1527241972.5227
MEM 216.746094 1527241972.6230
MEM 216.867188 1527241972.7236
MEM 216.996094 1527241972.8244
MEM 217.070312 1527241972.9270
MEM 217.195312 1527241973.0286
MEM 217.265625 1527241973.1294
MEM 217.335938 1527241973.2297
MEM 219.453125 1527241973.3332
MEM 224.195312 1527241973.4365
MEM 224.195312 1527241973.5417
MEM 224.195312 1527241973.6430
MEM 224.195312 1527241973.7473
MEM 224.195312 1527241973.8507
MEM 224.203125 1527241973.9515
MEM 224.203125 1527241974.0544
MEM 224.203125 1527241974.1546
MEM 224.203125 1527241974.2582
MEM 224.203125 1527241974.3590
MEM 224.203125 1527241974.4593
MEM 224.203125 1527241974.5600
MEM 224.203125 1527241974.6603
MEM 224.203125 1527241974.7605
MEM 224.203125 1527241974.8649
MEM 224.203125 1527241974.9655
MEM 224.203125 1527241975.0709
MEM 224.203125 1527241975.1726
MEM 224.203125 1527241975.2735
MEM 224.203125 1527241975.3760
MEM 224.203125 1527241975.4782
MEM 224.203125 1527241975.5795
MEM 224.203125 1527241975.6798
MEM 224.203125 1527241975.7848
MEM 224.203125 1527241975.8851
MEM 224.203125 1527241975.9886
MEM 224.203125 1527241976.0925
MEM 224.203125 1527241976.1976
MEM 224.203125 1527241976.2987
MEM 224.203125 1527241976.4021
MEM 224.207031 1527241976.5071
MEM 224.207031 1527241976.6091
MEM 224.207031 1527241976.7136
MEM 224.207031 1527241976.8139
MEM 224.207031 1527241976.9167
MEM 224.207031 1527241977.0214
MEM 224.207031 1527241977.1245
MEM 224.207031 1527241977.2248
MEM 224.207031 1527241977.3284
MEM 224.207031 1527241977.4333
MEM 224.207031 1527241977.5336
MEM 224.207031 1527241977.6365
MEM 224.207031 1527241977.7411
MEM 224.207031 1527241977.8426
MEM 224.207031 1527241977.9464
MEM 224.207031 1527241978.0469
MEM 224.207031 1527241978.1485
MEM 224.207031 1527241978.2519
MEM 224.152344 1527241978.3564
MEM 224.167969 1527241978.4608
MEM 224.175781 1527241978.5653
MEM 224.175781 1527241978.6664
MEM 224.175781 1527241978.7685
MEM 224.175781 1527241978.8687
MEM 224.175781 1527241978.9714
MEM 224.175781 1527241979.0719
MEM 224.175781 1527241979.1727
MEM 224.175781 1527241979.2738
MEM 224.175781 1527241979.3760
MEM 224.175781 1527241979.4788
MEM 224.175781 1527241979.5811
