CMDLINE python3 server.py
MEM 0.246094 1527314321.8449
MEM 15.875000 1527314321.9455
MEM 41.601562 1527314322.0507
MEM 52.109375 1527314322.1528
MEM 83.898438 1527314322.2548
MEM 89.585938 1527314322.3581
MEM 100.558594 1527314322.4633
MEM 102.515625 1527314322.5641
MEM 107.855469 1527314322.6693
MEM 114.757812 1527314322.7695
MEM 125.105469 1527314322.8734
MEM 133.789062 1527314322.9759
MEM 144.023438 1527314323.0764
MEM 152.648438 1527314323.1816
MEM 160.300781 1527314323.2867
MEM 166.207031 1527314323.3919
MEM 180.503906 1527314323.4944
MEM 184.953125 1527314323.5987
MEM 185.910156 1527314323.7030
MEM 187.292969 1527314323.8032
MEM 188.421875 1527314323.9081
MEM 189.875000 1527314324.0112
MEM 191.082031 1527314324.1122
MEM 192.386719 1527314324.2174
MEM 193.753906 1527314324.3197
MEM 195.210938 1527314324.4201
MEM 196.687500 1527314324.5252
MEM 197.902344 1527314324.6271
MEM 198.605469 1527314324.7297
MEM 200.175781 1527314324.8319
MEM 203.476562 1527314324.9365
MEM 217.941406 1527314325.0387
MEM 221.734375 1527314325.1429
MEM 228.484375 1527314325.2482
MEM 230.023438 1527314325.3532
MEM 238.359375 1527314325.4581
MEM 238.468750 1527314325.5616
MEM 238.597656 1527314325.6619
MEM 238.792969 1527314325.7641
MEM 239.023438 1527314325.8693
MEM 239.101562 1527314325.9739
MEM 239.218750 1527314326.0753
MEM 251.457031 1527314326.1801
MEM 251.457031 1527314326.2818
MEM 251.457031 1527314326.3868
MEM 251.457031 1527314326.4894
MEM 251.464844 1527314326.5932
MEM 251.464844 1527314326.6937
MEM 251.464844 1527314326.7986
MEM 251.464844 1527314326.9037
MEM 251.464844 1527314327.0062
MEM 251.464844 1527314327.1083
MEM 251.464844 1527314327.2121
MEM 251.464844 1527314327.3125
MEM 251.464844 1527314327.4174
MEM 251.464844 1527314327.5206
MEM 251.464844 1527314327.6233
MEM 251.464844 1527314327.7268
MEM 251.464844 1527314327.8270
MEM 251.464844 1527314327.9294
MEM 251.464844 1527314328.0327
MEM 251.464844 1527314328.1377
MEM 251.464844 1527314328.2388
MEM 251.464844 1527314328.3399
MEM 251.464844 1527314328.4414
MEM 251.464844 1527314328.5448
MEM 251.464844 1527314328.6475
MEM 251.464844 1527314328.7528
MEM 251.464844 1527314328.8574
MEM 251.464844 1527314328.9581
MEM 251.492188 1527314329.0600
MEM 251.492188 1527314329.1621
MEM 251.492188 1527314329.2627
MEM 251.492188 1527314329.3639
MEM 251.492188 1527314329.4655
MEM 251.496094 1527314329.5688
MEM 251.496094 1527314329.6712
MEM 251.500000 1527314329.7747
MEM 251.500000 1527314329.8761
MEM 251.500000 1527314329.9775
MEM 251.500000 1527314330.0811
MEM 251.500000 1527314330.1833
MEM 251.500000 1527314330.2872
MEM 251.500000 1527314330.3924
MEM 251.500000 1527314330.4978
MEM 251.500000 1527314330.5988
MEM 251.500000 1527314330.7027
MEM 251.500000 1527314330.8078
MEM 251.503906 1527314330.9131
MEM 251.507812 1527314331.0179
MEM 251.480469 1527314331.1218
MEM 251.453125 1527314331.2253
MEM 251.453125 1527314331.3290
MEM 251.453125 1527314331.4295
MEM 251.453125 1527314331.5347
MEM 251.457031 1527314331.6390
MEM 251.457031 1527314331.7395
MEM 251.457031 1527314331.8441
MEM 251.457031 1527314331.9450
MEM 251.457031 1527314332.0466
MEM 251.457031 1527314332.1519
MEM 251.457031 1527314332.2553
MEM 251.457031 1527314332.3566
MEM 251.457031 1527314332.4574
MEM 251.457031 1527314332.5586
MEM 251.457031 1527314332.6638
MEM 251.457031 1527314332.7692
MEM 251.457031 1527314332.8724
MEM 251.457031 1527314332.9746
MEM 251.457031 1527314333.0752
MEM 251.457031 1527314333.1773
MEM 251.457031 1527314333.2820
MEM 251.457031 1527314333.3860
MEM 251.457031 1527314333.4891
MEM 251.457031 1527314333.5933
MEM 251.457031 1527314333.6979
MEM 251.457031 1527314333.8032
MEM 251.457031 1527314333.9049
MEM 251.457031 1527314334.0092
MEM 251.457031 1527314334.1140
MEM 251.457031 1527314334.2161
