CMDLINE python3 server.py
MEM 0.285156 1527242096.7508
MEM 6.394531 1527242096.8517
MEM 10.179688 1527242096.9552
MEM 13.699219 1527242097.0576
MEM 22.246094 1527242097.1623
MEM 27.226562 1527242097.2645
MEM 32.933594 1527242097.3675
MEM 36.347656 1527242097.4696
MEM 39.304688 1527242097.5744
MEM 61.804688 1527242097.6763
MEM 70.160156 1527242097.7771
MEM 72.679688 1527242097.8817
MEM 73.468750 1527242097.9821
MEM 75.320312 1527242098.0824
MEM 78.324219 1527242098.1844
MEM 83.781250 1527242098.2862
MEM 87.335938 1527242098.3894
MEM 89.257812 1527242098.4896
MEM 89.867188 1527242098.5901
MEM 90.109375 1527242098.6917
MEM 91.628906 1527242098.7925
MEM 94.671875 1527242098.8937
MEM 95.609375 1527242098.9940
MEM 97.699219 1527242099.0944
MEM 101.500000 1527242099.1953
MEM 103.964844 1527242099.2962
MEM 106.753906 1527242099.3968
MEM 113.343750 1527242099.4983
MEM 116.578125 1527242099.5987
MEM 118.839844 1527242099.7007
MEM 121.558594 1527242099.8010
MEM 125.550781 1527242099.9013
MEM 131.476562 1527242100.0062
MEM 135.230469 1527242100.1068
MEM 136.933594 1527242100.2074
MEM 140.347656 1527242100.3081
MEM 142.046875 1527242100.4126
MEM 143.941406 1527242100.5129
MEM 146.824219 1527242100.6146
MEM 149.527344 1527242100.7183
MEM 150.953125 1527242100.8229
MEM 154.355469 1527242100.9235
MEM 157.195312 1527242101.0255
MEM 162.410156 1527242101.1273
MEM 166.183594 1527242101.2278
MEM 167.777344 1527242101.3314
MEM 168.128906 1527242101.4343
MEM 168.621094 1527242101.5388
MEM 169.101562 1527242101.6398
MEM 169.683594 1527242101.7421
MEM 170.226562 1527242101.8464
MEM 170.742188 1527242101.9476
MEM 171.277344 1527242102.0480
MEM 171.816406 1527242102.1513
MEM 172.386719 1527242102.2517
MEM 172.878906 1527242102.3522
MEM 173.449219 1527242102.4528
MEM 173.988281 1527242102.5563
MEM 174.550781 1527242102.6566
MEM 175.089844 1527242102.7594
MEM 175.562500 1527242102.8598
MEM 175.988281 1527242102.9608
MEM 176.546875 1527242103.0655
MEM 177.023438 1527242103.1659
MEM 177.683594 1527242103.2683
MEM 178.179688 1527242103.3731
MEM 178.746094 1527242103.4775
MEM 179.304688 1527242103.5825
MEM 179.875000 1527242103.6837
MEM 180.355469 1527242103.7844
MEM 180.871094 1527242103.8850
MEM 181.031250 1527242103.9853
MEM 181.570312 1527242104.0872
MEM 182.871094 1527242104.1915
MEM 183.453125 1527242104.2959
MEM 184.519531 1527242104.3966
MEM 186.300781 1527242104.4988
MEM 187.945312 1527242104.5999
MEM 197.335938 1527242104.7024
MEM 202.539062 1527242104.8067
MEM 203.386719 1527242104.9070
MEM 205.167969 1527242105.0077
MEM 206.824219 1527242105.1080
MEM 208.054688 1527242105.2086
MEM 208.187500 1527242105.3092
MEM 210.171875 1527242105.4098
MEM 210.410156 1527242105.5120
MEM 214.421875 1527242105.6129
MEM 214.906250 1527242105.7158
MEM 214.964844 1527242105.8174
MEM 215.050781 1527242105.9213
MEM 215.093750 1527242106.0218
MEM 215.148438 1527242106.1226
MEM 215.218750 1527242106.2240
MEM 215.371094 1527242106.3252
MEM 215.410156 1527242106.4255
MEM 215.488281 1527242106.5308
MEM 215.585938 1527242106.6315
MEM 215.656250 1527242106.7319
MEM 215.699219 1527242106.8359
MEM 215.773438 1527242106.9373
MEM 215.800781 1527242107.0424
MEM 217.734375 1527242107.1466
MEM 222.550781 1527242107.2506
MEM 222.589844 1527242107.3551
MEM 222.589844 1527242107.4595
MEM 222.589844 1527242107.5641
MEM 222.589844 1527242107.6685
MEM 222.589844 1527242107.7732
MEM 222.589844 1527242107.8786
MEM 222.589844 1527242107.9789
MEM 222.589844 1527242108.0806
MEM 222.589844 1527242108.1858
MEM 222.589844 1527242108.2897
MEM 222.589844 1527242108.3943
MEM 222.589844 1527242108.4988
MEM 222.589844 1527242108.6030
MEM 222.589844 1527242108.7076
MEM 222.589844 1527242108.8121
MEM 222.589844 1527242108.9165
MEM 222.589844 1527242109.0210
MEM 222.589844 1527242109.1256
MEM 222.589844 1527242109.2301
MEM 222.589844 1527242109.3344
MEM 222.589844 1527242109.4390
MEM 222.589844 1527242109.5435
MEM 222.589844 1527242109.6479
MEM 222.589844 1527242109.7525
MEM 222.589844 1527242109.8572
MEM 222.589844 1527242109.9615
MEM 222.589844 1527242110.0661
MEM 222.589844 1527242110.1664
MEM 222.589844 1527242110.2667
MEM 222.589844 1527242110.3678
MEM 222.589844 1527242110.4722
MEM 222.589844 1527242110.5769
MEM 222.589844 1527242110.6804
MEM 222.589844 1527242110.7829
MEM 222.589844 1527242110.8832
MEM 222.589844 1527242110.9846
MEM 222.589844 1527242111.0876
MEM 222.589844 1527242111.1922
MEM 222.589844 1527242111.2928
MEM 222.589844 1527242111.3952
MEM 222.589844 1527242111.4997
MEM 222.589844 1527242111.6042
MEM 222.589844 1527242111.7094
MEM 222.589844 1527242111.8131
MEM 222.589844 1527242111.9177
MEM 222.589844 1527242112.0221
MEM 222.574219 1527242112.1267
MEM 222.542969 1527242112.2311
MEM 222.535156 1527242112.3355
MEM 222.535156 1527242112.4401
MEM 222.535156 1527242112.5446
MEM 222.535156 1527242112.6490
MEM 222.535156 1527242112.7535
MEM 222.535156 1527242112.8580
MEM 222.535156 1527242112.9625
MEM 222.535156 1527242113.0670
MEM 222.535156 1527242113.1715
MEM 222.535156 1527242113.2759
