CMDLINE python3 server.py
MEM 0.246094 1527316216.0419
MEM 12.921875 1527316216.1453
MEM 40.421875 1527316216.2505
MEM 49.773438 1527316216.3510
MEM 80.324219 1527316216.4581
MEM 86.253906 1527316216.5587
MEM 93.859375 1527316216.6628
MEM 101.589844 1527316216.7670
MEM 103.187500 1527316216.8707
MEM 107.761719 1527316216.9748
MEM 114.570312 1527316217.0791
MEM 120.824219 1527316217.1830
MEM 131.429688 1527316217.2875
MEM 140.558594 1527316217.3927
MEM 151.199219 1527316217.4979
MEM 157.953125 1527316217.6014
MEM 164.398438 1527316217.7057
MEM 193.941406 1527316217.8063
MEM 184.613281 1527316217.9083
MEM 185.847656 1527316218.0114
MEM 187.156250 1527316218.1135
MEM 188.558594 1527316218.2176
MEM 190.000000 1527316218.3216
MEM 190.742188 1527316218.4228
MEM 191.500000 1527316218.5271
MEM 192.746094 1527316218.6296
MEM 194.179688 1527316218.7305
MEM 195.613281 1527316218.8308
MEM 196.984375 1527316218.9346
MEM 197.843750 1527316219.0390
MEM 200.042969 1527316219.1442
MEM 202.941406 1527316219.2494
MEM 216.898438 1527316219.3546
MEM 222.492188 1527316219.4551
MEM 224.339844 1527316219.5554
MEM 226.781250 1527316219.6576
MEM 235.503906 1527316219.7582
MEM 235.726562 1527316219.8603
MEM 235.871094 1527316219.9623
MEM 236.000000 1527316220.0629
MEM 236.285156 1527316220.1656
MEM 236.390625 1527316220.2687
MEM 236.484375 1527316220.3714
MEM 246.332031 1527316220.4717
MEM 249.058594 1527316220.5734
MEM 249.062500 1527316220.6738
MEM 249.062500 1527316220.7777
MEM 249.062500 1527316220.8787
MEM 249.062500 1527316220.9841
MEM 249.062500 1527316221.0871
MEM 249.062500 1527316221.1877
MEM 249.062500 1527316221.2898
MEM 249.074219 1527316221.3901
MEM 249.074219 1527316221.4946
MEM 249.074219 1527316221.5990
MEM 249.074219 1527316221.6995
MEM 249.074219 1527316221.8006
MEM 249.074219 1527316221.9028
MEM 249.074219 1527316222.0044
MEM 265.179688 1527316222.1052
MEM 276.574219 1527316222.2071
MEM 276.593750 1527316222.3110
MEM 278.449219 1527316222.4136
MEM 281.523438 1527316222.5164
MEM 283.914062 1527316222.6203
MEM 284.535156 1527316222.7417
MEM 284.906250 1527316222.8431
MEM 285.027344 1527316222.9557
MEM 285.035156 1527316223.0725
MEM 285.042969 1527316223.1739
MEM 285.156250 1527316223.2827
MEM 285.160156 1527316223.4090
MEM 285.164062 1527316223.5117
MEM 285.386719 1527316223.6151
MEM 285.500000 1527316223.7322
MEM 285.617188 1527316223.8349
MEM 285.617188 1527316223.9362
MEM 285.730469 1527316224.0368
MEM 285.730469 1527316224.1399
MEM 285.734375 1527316224.2442
MEM 285.742188 1527316224.3527
MEM 285.855469 1527316224.4579
MEM 285.859375 1527316224.5737
MEM 285.863281 1527316224.6962
MEM 285.867188 1527316224.7990
MEM 285.871094 1527316224.9115
MEM 285.875000 1527316225.0136
MEM 285.886719 1527316225.1266
MEM 285.886719 1527316225.2303
MEM 285.894531 1527316225.3361
MEM 285.917969 1527316225.4412
MEM 286.054688 1527316225.5519
MEM 286.179688 1527316225.6579
MEM 286.203125 1527316225.7584
MEM 286.320312 1527316225.8598
MEM 286.320312 1527316225.9616
MEM 286.324219 1527316226.0797
MEM 286.328125 1527316226.1832
MEM 286.328125 1527316226.2936
MEM 286.332031 1527316226.3965
MEM 286.339844 1527316226.4968
MEM 286.339844 1527316226.6062
MEM 286.339844 1527316226.7106
MEM 286.347656 1527316226.8201
MEM 286.406250 1527316226.9236
MEM 286.410156 1527316227.0251
MEM 286.414062 1527316227.1440
MEM 286.414062 1527316227.2482
MEM 286.417969 1527316227.3515
MEM 289.410156 1527316227.4570
MEM 293.242188 1527316227.5591
MEM 293.378906 1527316227.6792
MEM 293.507812 1527316227.7856
MEM 293.839844 1527316227.8879
MEM 293.867188 1527316227.9895
MEM 293.890625 1527316228.0963
MEM 294.015625 1527316228.2017
MEM 294.019531 1527316228.3071
MEM 294.027344 1527316228.4078
MEM 294.027344 1527316228.5084
MEM 294.039062 1527316228.6091
MEM 294.046875 1527316228.7138
MEM 294.050781 1527316228.8144
MEM 294.050781 1527316228.9161
MEM 294.050781 1527316229.0172
MEM 294.062500 1527316229.1190
MEM 294.066406 1527316229.2405
MEM 294.066406 1527316229.3470
MEM 294.179688 1527316229.4490
MEM 294.187500 1527316229.5494
MEM 294.187500 1527316229.6502
MEM 294.191406 1527316229.7512
MEM 294.343750 1527316229.8571
MEM 294.343750 1527316229.9585
MEM 293.667969 1527316230.0636
MEM 293.554688 1527316230.1693
MEM 293.679688 1527316230.2751
MEM 293.695312 1527316230.3777
MEM 293.703125 1527316230.4810
MEM 293.683594 1527316230.6000
MEM 293.683594 1527316230.7245
MEM 293.691406 1527316230.8364
MEM 293.691406 1527316230.9399
MEM 293.699219 1527316231.0614
MEM 293.699219 1527316231.1649
MEM 293.703125 1527316231.2676
MEM 293.707031 1527316231.3754
MEM 293.710938 1527316231.4773
MEM 293.714844 1527316231.5820
MEM 293.718750 1527316231.6937
MEM 293.718750 1527316231.7981
MEM 293.730469 1527316231.9004
MEM 293.734375 1527316232.0028
MEM 293.738281 1527316232.1083
MEM 293.746094 1527316232.2140
MEM 293.945312 1527316232.3186
MEM 293.945312 1527316232.4232
MEM 293.949219 1527316232.5467
MEM 294.066406 1527316232.6508
MEM 294.066406 1527316232.7555
MEM 294.070312 1527316232.8596
MEM 294.078125 1527316232.9603
MEM 294.082031 1527316233.0690
MEM 294.082031 1527316233.1732
MEM 294.085938 1527316233.2747
MEM 294.093750 1527316233.3787
MEM 294.093750 1527316233.4812
MEM 294.093750 1527316233.5842
MEM 294.105469 1527316233.6854
MEM 294.105469 1527316233.8094
MEM 294.109375 1527316233.9099
MEM 294.109375 1527316234.0137
MEM 294.113281 1527316234.1214
MEM 294.117188 1527316234.2240
MEM 294.117188 1527316234.3265
MEM 294.125000 1527316234.4369
MEM 294.125000 1527316234.5395
MEM 294.125000 1527316234.6440
MEM 294.128906 1527316234.7468
MEM 294.136719 1527316234.8519
MEM 294.140625 1527316234.9566
MEM 294.140625 1527316235.0601
MEM 294.144531 1527316235.1640
MEM 294.148438 1527316235.2687
MEM 294.152344 1527316235.3710
MEM 294.160156 1527316235.4877
MEM 294.160156 1527316235.5930
MEM 294.222656 1527316235.6956
MEM 294.222656 1527316235.8227
MEM 294.226562 1527316235.9279
MEM 294.230469 1527316236.0318
MEM 294.238281 1527316236.1361
MEM 294.238281 1527316236.2403
MEM 294.238281 1527316236.3528
MEM 294.242188 1527316236.4567
MEM 294.242188 1527316236.5579
MEM 294.250000 1527316236.6772
MEM 294.253906 1527316236.7814
MEM 294.257812 1527316236.8838
MEM 294.261719 1527316236.9982
