CMDLINE python3 server.py
MEM 0.242188 1527228330.4948
MEM 11.804688 1527228330.5960
MEM 30.355469 1527228330.7005
MEM 40.261719 1527228330.8050
MEM 71.406250 1527228330.9095
MEM 78.007812 1527228331.0140
MEM 88.550781 1527228331.1185
MEM 90.832031 1527228331.2229
MEM 97.054688 1527228331.3274
MEM 105.238281 1527228331.4319
MEM 117.074219 1527228331.5364
MEM 124.046875 1527228331.6409
MEM 135.664062 1527228331.7449
MEM 142.117188 1527228331.8498
MEM 149.699219 1527228331.9543
MEM 163.636719 1527228332.0588
MEM 166.671875 1527228332.1633
MEM 167.683594 1527228332.2678
MEM 168.902344 1527228332.3724
MEM 170.300781 1527228332.4768
MEM 171.820312 1527228332.5813
MEM 173.261719 1527228332.6857
MEM 174.687500 1527228332.7902
MEM 175.898438 1527228332.8947
MEM 177.351562 1527228332.9992
MEM 178.843750 1527228333.1037
MEM 180.218750 1527228333.2082
MEM 181.078125 1527228333.3127
MEM 183.203125 1527228333.4172
MEM 187.394531 1527228333.5217
MEM 201.660156 1527228333.6262
MEM 207.199219 1527228333.7306
MEM 210.683594 1527228333.8351
MEM 215.457031 1527228333.9396
MEM 217.382812 1527228334.0441
MEM 217.683594 1527228334.1486
MEM 217.945312 1527228334.2489
MEM 218.199219 1527228334.3492
MEM 218.371094 1527228334.4499
MEM 218.484375 1527228334.5549
MEM 220.265625 1527228334.6565
MEM 225.468750 1527228334.7590
MEM 225.476562 1527228334.8644
MEM 225.476562 1527228334.9690
MEM 225.476562 1527228335.0745
MEM 225.476562 1527228335.1799
MEM 225.476562 1527228335.2854
MEM 225.476562 1527228335.3908
MEM 225.476562 1527228335.4957
MEM 225.476562 1527228335.6009
MEM 225.476562 1527228335.7045
MEM 225.476562 1527228335.8100
MEM 225.476562 1527228335.9155
MEM 225.476562 1527228336.0175
MEM 225.476562 1527228336.1224
MEM 225.476562 1527228336.2269
MEM 225.476562 1527228336.3324
MEM 225.476562 1527228336.4359
MEM 225.476562 1527228336.5404
MEM 225.476562 1527228336.6449
MEM 225.476562 1527228336.7492
MEM 225.476562 1527228336.8540
MEM 225.476562 1527228336.9583
MEM 225.476562 1527228337.0628
MEM 225.476562 1527228337.1671
MEM 225.476562 1527228337.2716
MEM 225.476562 1527228337.3761
MEM 225.476562 1527228337.4807
MEM 225.476562 1527228337.5851
MEM 225.476562 1527228337.6896
MEM 225.476562 1527228337.7941
MEM 225.476562 1527228337.8986
MEM 225.476562 1527228338.0031
MEM 225.476562 1527228338.1077
MEM 225.476562 1527228338.2121
MEM 225.484375 1527228338.3167
MEM 225.484375 1527228338.4210
MEM 225.484375 1527228338.5254
MEM 225.484375 1527228338.6300
MEM 225.484375 1527228338.7345
MEM 225.488281 1527228338.8389
MEM 225.488281 1527228338.9434
MEM 225.488281 1527228339.0480
MEM 225.488281 1527228339.1525
MEM 225.488281 1527228339.2570
MEM 225.488281 1527228339.3615
MEM 225.488281 1527228339.4660
MEM 225.488281 1527228339.5704
MEM 225.488281 1527228339.6749
MEM 225.390625 1527228339.7792
MEM 225.390625 1527228339.8837
MEM 225.390625 1527228339.9883
MEM 225.390625 1527228340.0928
MEM 225.390625 1527228340.1973
MEM 225.390625 1527228340.3017
MEM 225.390625 1527228340.4071
MEM 225.390625 1527228340.5107
MEM 225.390625 1527228340.6151
MEM 225.390625 1527228340.7197
MEM 225.390625 1527228340.8241
MEM 225.390625 1527228340.9286
MEM 225.390625 1527228341.0332
MEM 225.390625 1527228341.1377
MEM 225.390625 1527228341.2421
MEM 225.390625 1527228341.3474
MEM 225.390625 1527228341.4512
MEM 225.390625 1527228341.5558
MEM 225.390625 1527228341.6601
MEM 225.390625 1527228341.7647
MEM 225.390625 1527228341.8691
MEM 225.390625 1527228341.9736
MEM 225.390625 1527228342.0781
MEM 225.390625 1527228342.1826
MEM 225.390625 1527228342.2868
MEM 225.390625 1527228342.3918
MEM 225.390625 1527228342.4959
MEM 225.390625 1527228342.6006
MEM 225.390625 1527228342.7050
MEM 225.390625 1527228342.8095
MEM 225.390625 1527228342.9149
MEM 225.390625 1527228343.0204
MEM 225.390625 1527228343.1228
MEM 225.390625 1527228343.2274
MEM 225.390625 1527228343.3329
MEM 225.390625 1527228343.4341
MEM 225.390625 1527228343.5380
MEM 225.390625 1527228343.6420
MEM 225.390625 1527228343.7459
MEM 225.390625 1527228343.8513
MEM 225.390625 1527228343.9568
MEM 225.390625 1527228344.0622
MEM 225.390625 1527228344.1676
MEM 225.390625 1527228344.2723
MEM 225.390625 1527228344.3767
MEM 225.390625 1527228344.4812
MEM 225.390625 1527228344.5856
MEM 225.390625 1527228344.6902
MEM 225.390625 1527228344.7948
MEM 225.390625 1527228344.8992
MEM 225.390625 1527228345.0037
MEM 225.390625 1527228345.1082
MEM 225.390625 1527228345.2121
MEM 225.390625 1527228345.3159
MEM 225.390625 1527228345.4214
MEM 225.390625 1527228345.5269
MEM 225.390625 1527228345.6307
MEM 225.390625 1527228345.7351
MEM 225.390625 1527228345.8396
MEM 225.390625 1527228345.9440
MEM 225.390625 1527228346.0485
MEM 225.390625 1527228346.1531
MEM 225.390625 1527228346.2576
MEM 225.390625 1527228346.3619
MEM 225.390625 1527228346.4664
MEM 225.390625 1527228346.5709
MEM 225.390625 1527228346.6753
MEM 225.390625 1527228346.7799
MEM 225.390625 1527228346.8843
MEM 225.390625 1527228346.9889
MEM 225.390625 1527228347.0934
MEM 225.390625 1527228347.1978
MEM 225.390625 1527228347.3023
MEM 225.390625 1527228347.4067
MEM 225.390625 1527228347.5076
MEM 225.390625 1527228347.6083
MEM 225.390625 1527228347.7129
MEM 225.390625 1527228347.8132
MEM 225.390625 1527228347.9176
MEM 225.390625 1527228348.0221
MEM 225.390625 1527228348.1268
MEM 225.359375 1527228348.2309
MEM 225.359375 1527228348.3355
MEM 225.359375 1527228348.4400
MEM 225.359375 1527228348.5444
MEM 225.359375 1527228348.6478
MEM 225.359375 1527228348.7485
MEM 225.359375 1527228348.8539
MEM 225.359375 1527228348.9594
MEM 225.359375 1527228349.0645
MEM 225.359375 1527228349.1680
MEM 225.359375 1527228349.2735
MEM 225.359375 1527228349.3789
MEM 225.359375 1527228349.4843
MEM 225.359375 1527228349.5895
MEM 225.359375 1527228349.6940
MEM 225.359375 1527228349.7985
MEM 225.359375 1527228349.9029
MEM 225.359375 1527228350.0075
MEM 225.359375 1527228350.1119
MEM 225.359375 1527228350.2165
MEM 225.359375 1527228350.3209
MEM 225.359375 1527228350.4254
MEM 225.359375 1527228350.5297
MEM 225.359375 1527228350.6343
MEM 225.359375 1527228350.7390
MEM 225.359375 1527228350.8433
MEM 225.359375 1527228350.9479
MEM 225.359375 1527228351.0525
MEM 225.359375 1527228351.1567
MEM 225.359375 1527228351.2612
MEM 225.359375 1527228351.3657
MEM 225.359375 1527228351.4701
MEM 225.359375 1527228351.5746
MEM 225.359375 1527228351.6791
MEM 225.359375 1527228351.7836
MEM 225.359375 1527228351.8880
MEM 225.359375 1527228351.9926
MEM 225.359375 1527228352.0971
MEM 225.359375 1527228352.2015
MEM 225.359375 1527228352.3028
MEM 225.359375 1527228352.4054
MEM 225.359375 1527228352.5060
MEM 225.359375 1527228352.6078
MEM 225.359375 1527228352.7122
MEM 225.359375 1527228352.8168
MEM 225.359375 1527228352.9173
MEM 225.359375 1527228353.0209
MEM 225.359375 1527228353.1247
MEM 225.359375 1527228353.2266
MEM 225.359375 1527228353.3276
MEM 225.359375 1527228353.4323
MEM 225.359375 1527228353.5367
MEM 225.359375 1527228353.6410
MEM 225.359375 1527228353.7456
MEM 225.359375 1527228353.8510
MEM 225.359375 1527228353.9547
MEM 225.359375 1527228354.0599
MEM 225.359375 1527228354.1625
MEM 225.359375 1527228354.2657
MEM 225.382812 1527228354.3672
MEM 225.382812 1527228354.4727
MEM 225.382812 1527228354.5738
MEM 225.382812 1527228354.6749
MEM 225.382812 1527228354.7789
MEM 225.382812 1527228354.8833
MEM 225.382812 1527228354.9879
MEM 225.382812 1527228355.0923
MEM 225.382812 1527228355.1969
MEM 225.382812 1527228355.3011
MEM 225.382812 1527228355.4058
MEM 225.382812 1527228355.5104
MEM 225.382812 1527228355.6146
MEM 225.382812 1527228355.7152
MEM 225.382812 1527228355.8156
MEM 225.382812 1527228355.9199
MEM 225.382812 1527228356.0211
MEM 225.382812 1527228356.1265
MEM 225.382812 1527228356.2304
MEM 225.382812 1527228356.3354
MEM 225.382812 1527228356.4390
MEM 225.382812 1527228356.5435
MEM 225.382812 1527228356.6481
MEM 225.382812 1527228356.7525
MEM 225.382812 1527228356.8571
MEM 225.382812 1527228356.9615
MEM 225.382812 1527228357.0659
MEM 225.382812 1527228357.1705
MEM 225.382812 1527228357.2749
MEM 225.382812 1527228357.3793
MEM 225.382812 1527228357.4838
MEM 225.382812 1527228357.5885
MEM 225.382812 1527228357.6936
MEM 225.382812 1527228357.7976
MEM 225.382812 1527228357.9018
MEM 225.382812 1527228358.0062
MEM 225.382812 1527228358.1074
MEM 225.382812 1527228358.2079
MEM 225.382812 1527228358.3096
MEM 225.382812 1527228358.4126
MEM 225.382812 1527228358.5173
MEM 225.382812 1527228358.6217
MEM 225.382812 1527228358.7263
MEM 225.382812 1527228358.8306
MEM 225.382812 1527228358.9354
MEM 225.382812 1527228359.0397
MEM 225.382812 1527228359.1448
MEM 225.382812 1527228359.2487
MEM 225.382812 1527228359.3531
MEM 225.382812 1527228359.4576
MEM 225.382812 1527228359.5621
MEM 225.382812 1527228359.6666
MEM 225.382812 1527228359.7711
MEM 225.363281 1527228359.8756
MEM 225.363281 1527228359.9810
MEM 225.363281 1527228360.0846
MEM 225.363281 1527228360.1890
MEM 225.363281 1527228360.2936
MEM 225.363281 1527228360.3963
MEM 225.363281 1527228360.5017
MEM 225.363281 1527228360.6071
MEM 225.363281 1527228360.7115
MEM 225.363281 1527228360.8160
MEM 225.363281 1527228360.9204
MEM 225.363281 1527228361.0249
MEM 225.363281 1527228361.1303
MEM 225.363281 1527228361.2338
MEM 225.363281 1527228361.3383
MEM 225.363281 1527228361.4428
MEM 225.363281 1527228361.5478
MEM 225.363281 1527228361.6516
MEM 225.363281 1527228361.7562
MEM 225.363281 1527228361.8607
MEM 225.363281 1527228361.9651
MEM 225.363281 1527228362.0696
MEM 225.363281 1527228362.1742
MEM 225.363281 1527228362.2787
MEM 225.363281 1527228362.3841
MEM 225.363281 1527228362.4876
MEM 225.363281 1527228362.5922
MEM 225.363281 1527228362.6976
MEM 225.363281 1527228362.8012
MEM 225.363281 1527228362.9056
MEM 225.363281 1527228363.0101
MEM 225.363281 1527228363.1146
MEM 225.363281 1527228363.2200
MEM 225.363281 1527228363.3236
MEM 225.363281 1527228363.4282
MEM 225.363281 1527228363.5325
MEM 225.363281 1527228363.6369
MEM 225.363281 1527228363.7413
MEM 225.363281 1527228363.8458
MEM 225.363281 1527228363.9503
MEM 225.363281 1527228364.0549
MEM 225.363281 1527228364.1594
MEM 225.363281 1527228364.2640
MEM 225.363281 1527228364.3683
MEM 225.363281 1527228364.4730
MEM 225.363281 1527228364.5774
MEM 225.363281 1527228364.6819
MEM 225.363281 1527228364.7864
MEM 225.363281 1527228364.8907
MEM 225.363281 1527228364.9955
MEM 225.363281 1527228365.0999
MEM 225.363281 1527228365.2044
MEM 225.363281 1527228365.3089
MEM 225.363281 1527228365.4132
MEM 225.363281 1527228365.5178
MEM 225.363281 1527228365.6233
MEM 225.363281 1527228365.7267
MEM 225.363281 1527228365.8322
MEM 225.363281 1527228365.9358
MEM 225.363281 1527228366.0401
MEM 225.363281 1527228366.1445
MEM 225.363281 1527228366.2491
MEM 225.363281 1527228366.3535
MEM 225.363281 1527228366.4582
MEM 225.363281 1527228366.5626
MEM 225.363281 1527228366.6672
MEM 225.363281 1527228366.7717
MEM 225.363281 1527228366.8762
MEM 225.363281 1527228366.9816
MEM 225.363281 1527228367.0852
MEM 225.363281 1527228367.1896
MEM 225.363281 1527228367.2941
MEM 225.363281 1527228367.3993
MEM 225.363281 1527228367.5029
MEM 225.363281 1527228367.6073
MEM 225.363281 1527228367.7121
MEM 225.363281 1527228367.8165
MEM 225.363281 1527228367.9209
MEM 225.363281 1527228368.0254
MEM 225.363281 1527228368.1299
MEM 225.363281 1527228368.2345
MEM 225.363281 1527228368.3390
MEM 225.363281 1527228368.4435
MEM 225.363281 1527228368.5489
MEM 225.363281 1527228368.6524
MEM 225.363281 1527228368.7569
MEM 225.363281 1527228368.8613
MEM 225.363281 1527228368.9657
MEM 225.363281 1527228369.0701
MEM 225.363281 1527228369.1747
MEM 225.363281 1527228369.2793
MEM 225.363281 1527228369.3847
MEM 225.363281 1527228369.4883
MEM 225.363281 1527228369.5926
MEM 225.363281 1527228369.6970
MEM 225.363281 1527228369.8016
MEM 225.363281 1527228369.9062
MEM 225.363281 1527228370.0098
MEM 225.363281 1527228370.1152
MEM 225.363281 1527228370.2206
MEM 225.363281 1527228370.3242
MEM 225.363281 1527228370.4287
MEM 225.363281 1527228370.5331
MEM 225.363281 1527228370.6376
MEM 225.363281 1527228370.7431
MEM 225.363281 1527228370.8485
MEM 225.363281 1527228370.9511
MEM 225.363281 1527228371.0556
MEM 225.363281 1527228371.1600
MEM 225.363281 1527228371.2645
MEM 225.363281 1527228371.3690
MEM 225.363281 1527228371.4736
MEM 225.363281 1527228371.5781
MEM 225.363281 1527228371.6835
MEM 225.363281 1527228371.7870
MEM 225.363281 1527228371.8915
MEM 225.363281 1527228371.9969
MEM 225.363281 1527228372.1005
MEM 225.363281 1527228372.2049
MEM 225.363281 1527228372.3092
MEM 225.363281 1527228372.4139
MEM 225.363281 1527228372.5184
MEM 225.363281 1527228372.6238
MEM 225.363281 1527228372.7274
MEM 225.363281 1527228372.8328
MEM 225.363281 1527228372.9382
MEM 225.363281 1527228373.0406
MEM 225.363281 1527228373.1451
MEM 225.363281 1527228373.2496
MEM 225.363281 1527228373.3550
MEM 225.363281 1527228373.4587
MEM 225.363281 1527228373.5642
MEM 225.363281 1527228373.6677
MEM 225.363281 1527228373.7722
MEM 225.363281 1527228373.8777
MEM 225.363281 1527228373.9811
MEM 225.363281 1527228374.0855
MEM 225.363281 1527228374.1901
MEM 225.363281 1527228374.2946
MEM 225.363281 1527228374.4001
MEM 225.363281 1527228374.5055
MEM 225.363281 1527228374.6081
MEM 225.363281 1527228374.7135
MEM 225.363281 1527228374.8171
MEM 225.363281 1527228374.9214
MEM 225.363281 1527228375.0259
MEM 225.363281 1527228375.1305
MEM 225.363281 1527228375.2348
MEM 225.363281 1527228375.3395
MEM 225.363281 1527228375.4438
MEM 225.363281 1527228375.5485
MEM 225.363281 1527228375.6530
MEM 225.363281 1527228375.7574
MEM 225.363281 1527228375.8619
MEM 225.363281 1527228375.9661
MEM 225.363281 1527228376.0709
MEM 225.363281 1527228376.1752
MEM 225.363281 1527228376.2799
MEM 225.363281 1527228376.3842
MEM 225.363281 1527228376.4888
MEM 225.363281 1527228376.5932
MEM 225.363281 1527228376.6977
MEM 225.363281 1527228376.8022
MEM 225.363281 1527228376.9066
MEM 225.363281 1527228377.0113
MEM 225.363281 1527228377.1156
MEM 225.363281 1527228377.2201
MEM 225.363281 1527228377.3248
MEM 225.363281 1527228377.4291
MEM 225.363281 1527228377.5337
MEM 225.363281 1527228377.6382
MEM 225.363281 1527228377.7428
MEM 225.363281 1527228377.8472
MEM 225.363281 1527228377.9516
MEM 225.363281 1527228378.0560
MEM 225.363281 1527228378.1606
MEM 225.363281 1527228378.2651
MEM 225.363281 1527228378.3693
MEM 225.363281 1527228378.4742
MEM 225.363281 1527228378.5796
MEM 225.363281 1527228378.6831
MEM 225.363281 1527228378.7885
MEM 225.363281 1527228378.8939
MEM 225.363281 1527228378.9964
MEM 225.363281 1527228379.1010
MEM 225.363281 1527228379.2065
MEM 225.363281 1527228379.3119
MEM 225.363281 1527228379.4145
MEM 225.363281 1527228379.5199
MEM 225.363281 1527228379.6222
MEM 225.363281 1527228379.7277
MEM 225.363281 1527228379.8309
MEM 225.363281 1527228379.9363
