CMDLINE python3 server.py
MEM 0.265625 1527305831.4090
MEM 13.589844 1527305831.5112
MEM 42.882812 1527305831.6164
MEM 52.613281 1527305831.7167
MEM 85.324219 1527305831.8179
MEM 91.246094 1527305831.9227
MEM 100.875000 1527305832.0232
MEM 103.058594 1527305832.1234
MEM 108.175781 1527305832.2240
MEM 116.343750 1527305832.3292
MEM 127.632812 1527305832.4344
MEM 134.796875 1527305832.5352
MEM 146.738281 1527305832.6404
MEM 154.328125 1527305832.7406
MEM 162.132812 1527305832.8424
MEM 169.117188 1527305832.9471
MEM 181.789062 1527305833.0500
MEM 185.183594 1527305833.1503
MEM 186.367188 1527305833.2544
MEM 187.773438 1527305833.3596
MEM 189.343750 1527305833.4631
MEM 190.718750 1527305833.5650
MEM 192.105469 1527305833.6695
MEM 193.378906 1527305833.7745
MEM 194.960938 1527305833.8789
MEM 196.285156 1527305833.9837
MEM 197.722656 1527305834.0889
MEM 198.234375 1527305834.1907
MEM 200.375000 1527305834.2918
MEM 203.226562 1527305834.3967
MEM 215.132812 1527305834.5014
MEM 221.347656 1527305834.6067
MEM 223.589844 1527305834.7078
MEM 225.597656 1527305834.8130
MEM 234.546875 1527305834.9135
MEM 234.988281 1527305835.0180
MEM 235.285156 1527305835.1224
MEM 235.429688 1527305835.2261
MEM 235.648438 1527305835.3308
MEM 235.761719 1527305835.4327
MEM 235.843750 1527305835.5345
MEM 248.164062 1527305835.6396
MEM 248.164062 1527305835.7446
MEM 247.187500 1527305835.8480
